Borrower_ID,Age,Annual_Income,Loan_Balance,Credit_Score,Monthly_Payment_Amount,Amortization_Ratio,Engagement_Recency,Delinquency_Status,Region,Primary_Channel,Loan_Type,SAVE_Tranche
QVOHEVB,38,66230,87966,758,224,105.7,>1yr,30-59,W,IVR,Consolidation,T6
1AL2W8O,38,44722,46468,551,499,110.8,Never,30-59,MW,IVR,Consolidation,T1
DHH48X0,62,51576,59959,668,110,106.1,Never,30-59,MW,Agent,Federal,T5
X3BIKAC,41,71108,65000,668,431,107.7,>1yr,90+,NE,Agent,Federal,T2
PY65Q75,31,50896,62541,730,528,106.6,Never,60-89,S,IVR,Federal,T2
EV12B96,58,80717,75854,716,9,101.8,Never,Current,W,IVR,Federal,T5
IDCUD58,58,78586,55417,767,165,102.8,>1yr,Current,W,Agent,Federal,T6
E0R3F82,57,94835,39266,658,173,106.8,<30d,60-89,NE,Web,Federal,T8
M6E5Y1X,62,53920,51771,691,65,102.9,<30d,Current,S,Agent,Consolidation,T8
5KA57OX,24,35136,46995,634,64,107.9,1-12mo,30-59,NE,Web,Federal,T7
UGD84UA,41,52071,24614,610,68,108.0,1-12mo,30-59,W,IVR,Consolidation,T7
2BM6I4N,57,69750,65438,684,139,105.0,>1yr,1-29,MW,Web,Federal,T6
UURA0N1,30,72652,44705,687,177,100.2,<30d,Current,NE,IVR,Federal,T8
8DALZN5,48,45264,26993,659,217,109.1,Never,30-59,W,IVR,Consolidation,T3
TWT7CSY,33,58725,23312,550,158,99.8,<30d,Current,NE,Web,Federal,T8
YKF21SS,43,65844,72121,740,72,111.3,<30d,60-89,W,Mobile,Consolidation,T3
H75CDZZ,68,49317,37102,785,224,112.6,<30d,60-89,MW,Mobile,Federal,T3
OPHNDDX,70,50078,12294,593,270,104.1,Never,Current,NE,Agent,Consolidation,T4
3FJFK9M,66,58007,36271,709,77,102.9,Never,Current,NE,Mobile,Consolidation,T5
8UX9SPK,68,74406,85236,624,282,110.9,>1yr,30-59,W,Web,Federal,T2
O5UCRYW,47,67292,7040,663,0,107.9,Never,30-59,NE,Agent,Consolidation,T5
IDU8A5Z,41,43431,34666,688,203,108.7,>1yr,30-59,NE,Web,Federal,T3
RX9VK3K,60,50221,59900,747,282,99.8,Never,1-29,S,Web,Consolidation,T4
FBSK2BL,63,37771,0,668,94,102.4,<30d,Current,MW,Web,Federal,T8
WJ1W3PW,36,82053,64517,691,253,102.1,1-12mo,1-29,NE,IVR,Consolidation,T4
2UDKIE4,47,86967,26379,778,325,97.8,1-12mo,60-89,S,Web,Federal,T4
8FZCVM3,31,69334,50592,689,0,107.7,Never,30-59,MW,Agent,Federal,T5
JG5QGZ9,35,62280,13701,686,416,114.0,>1yr,60-89,MW,IVR,Federal,T1
309G4JL,60,85821,2576,679,204,108.5,1-12mo,90+,NE,Agent,Consolidation,T3
754580G,25,76374,0,734,255,108.3,<30d,30-59,MW,IVR,Consolidation,T2
CG4Y9Z4,50,61914,31513,669,324,99.7,1-12mo,60-89,S,Web,Federal,T4
YL1SIET,35,69863,12799,668,25,96.7,>1yr,1-29,MW,Mobile,Consolidation,T6
ARVYWW7,53,87730,42516,667,70,98.6,<30d,Current,S,Agent,Consolidation,T8
BEAFWO7,25,64237,6312,631,397,113.4,<30d,30-59,S,Mobile,Federal,T2
EKMRW7V,33,66122,46043,693,152,97.9,<30d,Current,MW,Mobile,Consolidation,T8
99D2NLF,29,53641,21068,752,0,97.8,Never,Current,MW,Agent,Federal,T5
Y27OOXN,57,58288,32647,718,368,109.9,<30d,30-59,W,Web,Consolidation,T2
M4SIERY,43,81618,44334,663,92,104.0,1-12mo,1-29,NE,Agent,Consolidation,T7
5A2DTA3,37,54896,47447,611,167,108.6,1-12mo,60-89,W,Mobile,Federal,T3
RKSNTP1,67,85174,36358,717,151,103.9,<30d,Current,W,Web,Consolidation,T8
QHPKJ9Y,57,55467,37485,670,196,108.7,1-12mo,60-89,NE,Agent,Federal,T3
9BOK8ZP,61,81467,61703,769,61,108.4,>1yr,60-89,NE,Mobile,Consolidation,T3
YD858TD,59,64134,15272,733,0,108.6,1-12mo,90+,W,Web,Federal,T3
21XEWLY,54,54393,70393,754,27,97.2,>1yr,Current,W,Web,Federal,T6
212AZ4L,38,113683,54677,670,166,99.5,<30d,Current,MW,Web,Federal,T8
4Z0WTHU,25,93025,58154,779,524,103.0,1-12mo,60-89,MW,Web,Federal,T4
REFNLA8,36,50415,40382,684,0,109.4,<30d,60-89,W,Mobile,Consolidation,T3
LQ2O1RS,58,56773,18062,632,66,97.8,>1yr,Current,W,Mobile,Consolidation,T6
DUG2XT2,37,85358,68652,636,658,106.5,>1yr,60-89,S,Mobile,Federal,T2
23O65Z1,48,66767,39297,595,196,108.2,Never,90+,W,IVR,Consolidation,T3
IVHS0JA,32,54735,20137,689,60,111.9,<30d,30-59,NE,IVR,Consolidation,T3
EP3HSCK,32,57644,0,645,300,113.6,>1yr,60-89,S,IVR,Federal,T2
538UQJL,33,53271,28159,641,236,104.9,<30d,Current,NE,Agent,Consolidation,T8
5M280B5,60,77995,36611,695,246,98.6,<30d,Current,S,Web,Federal,T8
PJ3GB8O,32,81200,26016,604,40,108.4,>1yr,30-59,W,Web,Consolidation,T3
337AZ1N,41,84815,42356,610,352,113.8,<30d,60-89,NE,Web,Federal,T2
VTHHR8A,24,42802,12510,678,369,106.8,<30d,60-89,W,Agent,Consolidation,T2
3DBHS1B,60,55587,80614,618,176,109.1,Never,60-89,W,IVR,Federal,T3
JBUO7HH,63,35083,65339,688,0,103.3,<30d,Current,W,Agent,Federal,T8
MJCCGCE,43,52516,85722,821,199,107.6,<30d,30-59,MW,Agent,Federal,T8
JZLM143,29,49164,75794,790,0,107.2,Never,30-59,W,Agent,Consolidation,T5
PCYPE4H,25,49009,63777,717,0,98.2,Never,Current,S,IVR,Federal,T5
SRW7TQ7,67,68940,57065,626,222,112.7,1-12mo,60-89,W,Mobile,Consolidation,T3
ZSV8KGO,67,18680,45230,663,0,107.7,1-12mo,60-89,NE,Agent,Federal,T7
XQYFV72,38,52712,75992,571,112,103.9,1-12mo,Current,MW,IVR,Federal,T7
0GKF73Z,48,60681,5389,631,0,109.3,Never,90+,MW,Web,Federal,T3
1FC1XLO,24,15000,71458,676,87,99.9,>1yr,Current,MW,Web,Consolidation,T6
BZQNG4A,46,22188,26876,559,326,108.4,<30d,60-89,W,IVR,Consolidation,T2
CUPKW5U,61,50325,16300,710,19,99.5,>1yr,Current,MW,Web,Consolidation,T6
MTTPSUN,65,61988,32115,609,225,111.9,1-12mo,30-59,MW,Agent,Federal,T3
VUXRP8N,37,41936,90098,690,212,108.7,1-12mo,90+,NE,Mobile,Federal,T3
F9VXOOF,61,52700,60696,687,89,105.2,1-12mo,30-59,MW,IVR,Federal,T7
E6MWC89,47,55496,0,686,228,99.0,<30d,1-29,S,IVR,Consolidation,T8
FSOEPZ1,58,43680,24214,699,131,113.7,1-12mo,90+,S,Mobile,Consolidation,T3
I631EE3,26,23601,28644,718,192,104.2,1-12mo,Current,S,Mobile,Federal,T7
SE530FL,25,32258,73229,732,331,100.4,>1yr,60-89,MW,Web,Consolidation,T4
JS7I36R,43,57185,0,648,228,103.7,>1yr,Current,S,Mobile,Consolidation,T6
DA1W4AL,62,65301,16337,783,320,111.5,>1yr,90+,MW,IVR,Consolidation,T2
MYYFXOG,58,26273,7591,617,240,108.2,1-12mo,30-59,W,Mobile,Federal,T3
P3L1E47,38,55603,31888,784,125,106.2,>1yr,30-59,W,Agent,Consolidation,T6
SGENDQJ,25,55208,43661,607,38,101.8,Never,Current,W,Mobile,Consolidation,T5
0XTUP1C,44,98869,69509,674,56,100.7,<30d,1-29,MW,IVR,Federal,T8
OZIX8JI,49,51703,47109,661,56,98.3,Never,Current,MW,Agent,Consolidation,T5
EKEWUNV,43,27264,31816,622,163,103.3,Never,Current,NE,IVR,Federal,T5
MFZNV3C,49,43950,42715,753,0,110.2,<30d,60-89,MW,IVR,Consolidation,T3
2YEFT3P,31,77987,85072,694,148,114.2,<30d,60-89,MW,Agent,Federal,T3
ZI7RASB,43,28006,34582,650,112,105.7,<30d,60-89,NE,IVR,Federal,T8
5AD3QMR,62,91922,51218,641,181,104.8,1-12mo,Current,NE,Web,Federal,T7
GUEFEO9,66,58097,67485,790,144,104.4,<30d,Current,MW,Mobile,Consolidation,T8
M4C39CO,48,77972,36162,719,419,110.1,>1yr,30-59,MW,Mobile,Consolidation,T1
0Y8T4NR,51,37649,59390,753,196,102.5,>1yr,Current,W,Agent,Consolidation,T6
UNHS5NC,31,53500,11948,698,337,104.4,1-12mo,90+,W,Mobile,Federal,T4
WG6CI6D,24,58059,20560,687,292,102.4,Never,Current,NE,IVR,Federal,T4
FHJ6PYP,51,15000,19974,622,138,112.6,>1yr,60-89,MW,Mobile,Federal,T3
JNWQ2RR,42,15000,71302,703,121,99.5,>1yr,Current,NE,Web,Federal,T6
6UH2WYO,65,60671,29947,735,0,105.3,1-12mo,30-59,S,Mobile,Consolidation,T7
LJAKC8F,32,45057,12635,706,227,108.3,<30d,30-59,MW,IVR,Federal,T3
0L2UO51,60,70870,27662,662,143,114.0,>1yr,30-59,NE,Web,Consolidation,T3
TBTEHSJ,29,39654,46447,631,7,114.7,>1yr,60-89,NE,Web,Consolidation,T3
Z20F9RW,54,47253,85968,735,0,100.1,1-12mo,Current,W,Agent,Federal,T7
6HKSM4C,39,81493,28448,657,259,102.2,<30d,Current,S,IVR,Consolidation,T4
V82N7G2,64,104334,9005,748,230,106.0,Never,30-59,MW,Agent,Consolidation,T5
RKJYIR6,62,38520,6400,714,0,113.6,1-12mo,90+,NE,IVR,Consolidation,T3
NYGNRWX,53,72977,51316,781,191,108.7,>1yr,90+,MW,Mobile,Federal,T3
BPNY7RY,27,71154,7279,660,134,99.9,<30d,Current,W,Web,Federal,T8
5J10DAA,50,49014,75921,759,43,100.3,>1yr,Current,S,IVR,Consolidation,T6
RYO47ZQ,51,54703,40150,524,0,109.8,1-12mo,30-59,W,Web,Federal,T3
A7H456J,22,70219,6780,727,74,99.4,1-12mo,Current,MW,Agent,Consolidation,T7
AU5GWDH,41,59016,82558,694,49,114.6,Never,30-59,MW,Mobile,Consolidation,T3
Q9YU3AR,53,58733,23633,674,0,113.4,>1yr,60-89,NE,Agent,Federal,T3
CIP3GHR,43,49285,0,746,0,101.4,1-12mo,1-29,W,IVR,Federal,T7
FZVP23J,61,58472,34189,640,5,105.6,1-12mo,90+,MW,Agent,Consolidation,T7
5Z9WIWF,57,56029,69341,688,72,110.4,Never,90+,W,Web,Federal,T3
JYKK5UC,64,71305,25201,622,70,114.3,>1yr,30-59,MW,Web,Federal,T3
FTGUUBO,40,57157,48738,646,307,107.8,1-12mo,60-89,MW,IVR,Consolidation,T2
1QKN5HA,62,101040,21412,622,260,109.8,>1yr,60-89,NE,Agent,Consolidation,T2
5ECQSZR,64,60307,5776,602,285,101.3,1-12mo,Current,S,Web,Federal,T4
WEPFJD8,60,75299,80312,613,367,112.9,1-12mo,30-59,NE,Mobile,Consolidation,T2
XOJV4XF,25,65517,4087,693,0,100.6,<30d,Current,W,Web,Consolidation,T8
F53EFLB,35,74633,50592,642,254,97.4,<30d,1-29,W,Web,Consolidation,T4
SL69R48,60,39416,0,831,156,112.6,1-12mo,30-59,S,IVR,Consolidation,T3
XBDP1FS,26,21167,75383,551,42,109.4,Never,90+,S,Web,Consolidation,T3
T4BMJ7F,56,67671,55293,723,102,98.7,>1yr,Current,MW,Web,Federal,T6
JZNSJE2,60,66509,55108,686,265,103.6,1-12mo,Current,MW,Agent,Consolidation,T4
GSLOZ11,37,30461,35443,696,215,110.6,<30d,60-89,MW,Agent,Consolidation,T3
02OE6VG,22,48477,39025,755,286,101.3,1-12mo,Current,W,Web,Consolidation,T4
DM7J3EP,27,72227,59972,691,35,97.7,<30d,Current,S,Agent,Consolidation,T8
I9QDMOC,25,79231,5668,694,219,95.2,1-12mo,Current,W,Agent,Federal,T7
ZEGMEPC,35,15000,102912,713,0,109.9,<30d,60-89,MW,IVR,Federal,T3
GICV33Z,68,59669,29961,726,282,96.0,>1yr,Current,MW,Web,Consolidation,T4
WKJCPRT,29,86415,73407,771,235,105.8,Never,30-59,S,Mobile,Federal,T5
AALYG81,25,49674,27518,676,146,109.0,Never,30-59,S,Mobile,Consolidation,T3
OK9BIJ5,57,52409,4921,594,447,97.0,<30d,30-59,NE,Mobile,Federal,T4
1H926QA,45,55343,32349,782,365,95.8,<30d,90+,NE,Mobile,Federal,T4
B060V1K,58,62877,36877,666,170,107.6,>1yr,30-59,W,Agent,Federal,T6
6X9OW64,27,35473,37697,692,120,108.8,Never,30-59,S,Mobile,Consolidation,T3
NDEJDJV,62,63366,37154,721,38,98.6,>1yr,Current,S,Web,Federal,T6
9XDU28X,42,26804,35688,592,334,99.6,1-12mo,30-59,S,IVR,Federal,T4
V5VKHJB,24,50579,41189,770,30,110.6,>1yr,30-59,W,Agent,Consolidation,T3
OE0NVQR,65,56534,0,604,236,111.5,Never,60-89,NE,Web,Federal,T3
6VS74QM,51,40264,49877,785,431,107.1,1-12mo,30-59,W,Agent,Consolidation,T2
NNGBTMS,56,45102,44070,588,157,107.7,Never,30-59,NE,Agent,Federal,T5
MTL4JBV,47,54249,50938,697,0,108.2,<30d,60-89,W,IVR,Consolidation,T3
JAQD8BB,24,30162,10812,559,0,95.2,>1yr,Current,W,Agent,Consolidation,T6
1NY5SQQ,28,55286,13713,695,334,99.1,1-12mo,30-59,NE,IVR,Federal,T4
3D8GX7A,41,51953,43534,702,20,110.8,1-12mo,30-59,S,Mobile,Consolidation,T3
5YM0EBT,53,46841,42384,624,53,111.7,>1yr,30-59,S,IVR,Consolidation,T3
FDAKPG6,47,74452,27671,736,389,99.7,<30d,90+,S,Agent,Consolidation,T4
GYKUI0I,39,57483,74206,654,317,108.2,<30d,30-59,S,Agent,Consolidation,T2
WS1FVBA,64,40620,50635,702,342,101.8,>1yr,30-59,NE,IVR,Consolidation,T4
PSNZ2AY,26,61998,38933,536,159,110.1,<30d,90+,S,Web,Federal,T3
ZIA2CXR,36,93780,36267,654,354,109.2,Never,60-89,W,Agent,Federal,T1
D57QSWK,22,41048,53950,761,121,101.7,>1yr,1-29,S,IVR,Federal,T6
2GQGPEL,66,62999,51570,611,0,103.5,1-12mo,Current,W,IVR,Consolidation,T7
5BNLSMI,22,35107,61226,613,21,102.3,<30d,1-29,W,Mobile,Federal,T8
HEFZ9BN,66,65696,19261,546,162,102.4,<30d,Current,S,Mobile,Consolidation,T8
V2FN7PT,61,33993,0,626,63,108.1,Never,30-59,S,IVR,Consolidation,T3
87HK6PY,24,34152,43493,742,259,102.8,1-12mo,Current,W,Web,Consolidation,T4
3CYJT9H,63,71849,27221,583,113,97.1,<30d,Current,NE,Agent,Consolidation,T8
HCHWQL5,56,46839,87393,584,59,101.3,1-12mo,Current,W,Web,Federal,T7
WDY5Q8Y,23,37666,39510,659,283,96.3,<30d,Current,MW,IVR,Federal,T4
UX0SGRC,32,59776,57816,658,401,99.4,Never,30-59,MW,IVR,Consolidation,T4
XL3500O,68,90238,1159,659,119,95.6,>1yr,Current,W,Mobile,Consolidation,T6
91CA4V3,31,47491,54090,658,0,99.9,<30d,1-29,S,Mobile,Federal,T8
WOGQMP2,45,30721,49507,800,148,113.0,>1yr,30-59,NE,Agent,Consolidation,T3
KOEVP2M,35,81350,10008,632,16,111.9,1-12mo,30-59,NE,Agent,Federal,T3
YTL3GF9,49,72179,67660,745,413,107.2,Never,30-59,W,Agent,Federal,T2
YEOK5BX,54,57646,69492,761,43,111.7,>1yr,30-59,MW,Agent,Consolidation,T3
3V4RCLN,29,68062,73489,719,85,97.2,<30d,Current,W,Agent,Consolidation,T8
B477O7O,24,83190,20097,631,187,105.9,1-12mo,30-59,S,Mobile,Federal,T7
V1T6SNB,64,16606,26418,694,15,101.5,1-12mo,Current,S,Web,Consolidation,T7
LF260IE,27,63843,20584,664,0,114.1,1-12mo,90+,MW,Agent,Federal,T3
SKVTWM5,57,69655,24109,637,232,97.5,<30d,Current,S,Mobile,Federal,T8
JOYTDRE,67,34404,48719,621,169,110.6,<30d,30-59,MW,Web,Consolidation,T3
CE8TIQN,32,59824,19183,595,248,110.3,1-12mo,60-89,S,Agent,Federal,T3
KB7HMSY,29,108186,25253,728,428,110.1,1-12mo,60-89,S,IVR,Federal,T2
G4Y6YPC,60,70880,86677,665,315,97.2,<30d,30-59,W,Web,Consolidation,T4
4FHZHZT,58,82570,126314,691,199,98.3,>1yr,Current,NE,Agent,Consolidation,T6
UCNG2CZ,55,50764,65885,669,182,98.4,<30d,Current,MW,Web,Consolidation,T8
VL8VJT5,50,97548,56808,666,204,104.5,Never,Current,W,Mobile,Federal,T5
PSZS6QG,41,66943,81138,668,228,96.6,1-12mo,1-29,MW,IVR,Consolidation,T7
0BK9M8Z,31,62303,37260,648,239,95.1,<30d,1-29,MW,Web,Consolidation,T8
LMEXU5T,61,64513,74709,778,354,114.9,1-12mo,30-59,NE,Web,Consolidation,T2
6RT3DGS,46,70986,71610,637,51,103.9,<30d,Current,MW,Mobile,Consolidation,T8
UR1GNW6,33,42237,23790,680,421,95.2,Never,60-89,MW,Web,Consolidation,T4
531XIMU,41,73308,43687,646,0,101.8,Never,1-29,S,Mobile,Federal,T5
ZVYGAA4,44,70636,73064,596,521,95.9,<30d,30-59,MW,Web,Federal,T4
EYJGGOI,69,68241,10866,687,388,111.3,Never,30-59,S,Agent,Federal,T1
A6HDDA0,33,24206,36062,720,294,110.6,1-12mo,60-89,NE,Agent,Consolidation,T2
GE6IOJ8,47,50606,49680,733,183,114.1,1-12mo,60-89,MW,Web,Federal,T3
TFH08VJ,22,38231,71291,664,46,103.0,1-12mo,Current,MW,Mobile,Federal,T7
64V61EE,66,60138,19496,643,179,113.6,<30d,60-89,W,IVR,Consolidation,T3
NYOAW36,51,83196,75818,636,210,105.4,1-12mo,60-89,S,Agent,Consolidation,T7
0IVF8KD,24,47811,30525,595,266,114.7,Never,60-89,MW,Web,Federal,T2
IWZ5SCB,26,51039,68206,612,55,96.9,>1yr,1-29,S,Agent,Consolidation,T6
RYUTZCU,54,90766,95280,689,251,105.8,Never,30-59,NE,Web,Consolidation,T2
A2CDNIB,70,32932,62510,664,297,103.9,>1yr,Current,NE,Mobile,Federal,T4
36Z5BAF,30,21653,34083,681,506,113.7,<30d,60-89,NE,Web,Federal,T2
JLDKGBZ,59,45602,33731,758,175,103.5,<30d,1-29,NE,Web,Consolidation,T8
0K7JUHT,44,76693,77881,698,0,110.0,>1yr,30-59,W,Web,Consolidation,T3
QEEJ0MZ,42,65226,43629,598,55,112.1,Never,30-59,NE,Web,Federal,T3
JL7MGOH,39,29831,20909,695,0,102.3,>1yr,Current,S,Agent,Consolidation,T6
HNXOGG7,30,81584,69929,661,377,99.5,1-12mo,60-89,W,IVR,Consolidation,T4
DJ401JW,29,75483,38405,662,81,96.8,>1yr,1-29,W,Agent,Consolidation,T6
19Y98B4,49,69033,12026,760,168,96.9,1-12mo,Current,W,Agent,Consolidation,T7
RBPIY7P,46,69472,31699,530,331,97.6,>1yr,60-89,W,Agent,Consolidation,T4
922KWTR,45,59805,39250,637,38,113.8,<30d,30-59,W,Mobile,Federal,T3
EVTHO87,28,53792,29429,626,254,102.9,Never,Current,S,Web,Federal,T4
KPEQOAE,69,41293,43504,674,209,104.3,Never,Current,NE,Mobile,Consolidation,T5
RIGNA1Z,34,63521,22647,601,179,99.7,>1yr,Current,W,Web,Federal,T6
4IQL7ZU,47,77671,66903,673,0,111.3,1-12mo,60-89,S,Web,Federal,T3
4QLR3RG,37,72504,76124,740,0,101.7,Never,1-29,S,Web,Consolidation,T5
K13S5W2,48,54367,23320,625,326,109.2,1-12mo,60-89,MW,Mobile,Federal,T2
XSBVEZH,68,59255,52717,720,64,110.3,Never,30-59,MW,Agent,Consolidation,T3
JZN5C5I,67,34410,38355,595,271,98.6,Never,Current,W,IVR,Federal,T4
C7YEQGY,34,65052,40039,695,463,110.2,>1yr,30-59,W,Web,Federal,T1
1B870M1,44,32748,26518,797,258,104.8,<30d,Current,MW,IVR,Consolidation,T4
TXNOGCQ,46,85061,76224,759,330,100.0,<30d,30-59,W,IVR,Federal,T4
RIPSDGJ,64,74540,81928,689,0,109.5,<30d,30-59,W,IVR,Federal,T3
BG3DFOX,43,50165,45216,566,147,105.2,1-12mo,60-89,W,Agent,Consolidation,T7
I0LATE2,26,37392,84415,645,342,109.3,1-12mo,30-59,NE,Web,Consolidation,T2
ARRBDRB,31,45929,3446,735,603,102.7,>1yr,60-89,S,IVR,Consolidation,T4
F8H7LN6,66,62531,9754,640,222,112.9,>1yr,30-59,MW,IVR,Federal,T3
9FOYAND,57,42720,0,608,71,97.0,>1yr,Current,MW,Web,Consolidation,T6
Y3O7WU8,48,70543,91476,810,351,99.1,Never,90+,W,Agent,Federal,T4
8G14GE5,64,51837,18228,697,0,102.3,1-12mo,Current,NE,Web,Consolidation,T7
YKVODE1,60,63100,82916,669,0,109.1,<30d,60-89,MW,Mobile,Federal,T3
K08R0QE,68,71935,105354,713,154,104.4,<30d,Current,MW,IVR,Federal,T8
243LTE3,43,59054,49450,659,401,98.4,<30d,60-89,W,Web,Federal,T4
VM2V3E3,35,31248,34661,655,67,114.1,<30d,30-59,NE,Web,Federal,T3
85XMBV7,60,33242,41761,611,162,111.7,1-12mo,90+,W,IVR,Consolidation,T3
P9TZJ5M,53,77521,32477,695,126,97.6,<30d,Current,MW,Agent,Federal,T8
P5SAL7S,63,49932,30317,774,419,108.1,<30d,30-59,MW,Agent,Consolidation,T2
A4WXT3I,54,82220,6610,700,26,108.3,<30d,60-89,W,Web,Consolidation,T3
5931YTI,39,18332,90399,594,659,110.2,1-12mo,30-59,MW,IVR,Federal,T2
POZ73NY,54,61282,23343,719,120,111.2,>1yr,30-59,W,Mobile,Consolidation,T3
QGDBYU7,32,58874,37509,746,16,103.9,<30d,Current,S,Agent,Consolidation,T8
KXEGMX3,27,50016,53435,776,385,114.2,Never,60-89,S,Agent,Consolidation,T1
ERU4MVV,42,70376,13256,595,223,106.5,<30d,60-89,W,Web,Federal,T8
94M6KFM,37,86880,55013,761,127,99.0,>1yr,Current,S,Mobile,Consolidation,T6
2R9P3YO,24,92446,78877,850,105,95.9,1-12mo,1-29,W,Mobile,Federal,T7
44RBLLP,63,85046,64958,673,336,105.4,Never,60-89,MW,Mobile,Federal,T2
P8AAI51,61,77450,8908,696,102,101.6,<30d,Current,W,Web,Federal,T8
LDYO8IJ,56,63222,44104,736,375,97.5,<30d,60-89,S,IVR,Federal,T4
06KDBCK,33,79981,98275,815,120,100.3,<30d,Current,W,Agent,Consolidation,T8
CHYN8TW,69,55276,57011,651,323,107.1,>1yr,30-59,NE,Agent,Federal,T2
ZDBAADL,32,35197,91895,710,368,97.0,<30d,30-59,W,IVR,Consolidation,T4
IRORWWR,35,32406,0,644,151,109.2,1-12mo,30-59,MW,IVR,Consolidation,T3
TSBTWTA,42,45603,56878,645,57,108.5,1-12mo,90+,MW,Agent,Federal,T3
Y96T62Y,47,53240,24873,617,88,105.3,>1yr,30-59,W,IVR,Federal,T6
HQTSCQZ,25,45000,24849,683,171,107.0,Never,90+,NE,IVR,Federal,T5
5M6T2AB,54,83229,63765,631,142,96.0,1-12mo,Current,NE,Agent,Federal,T7
FV4DVRM,29,40296,44440,661,221,104.4,Never,1-29,MW,Mobile,Federal,T5
8DJ23JV,28,82101,9588,638,218,111.4,Never,60-89,W,Web,Consolidation,T3
JLMADVT,26,61336,71710,606,209,114.7,1-12mo,30-59,W,Web,Consolidation,T3
OUKAYMR,58,74079,12448,653,31,96.3,1-12mo,Current,W,Mobile,Consolidation,T7
W2DS6O3,39,68130,44949,583,250,114.9,Never,30-59,MW,Agent,Consolidation,T3
OHZSE3J,64,54385,21496,622,306,97.8,>1yr,30-59,NE,IVR,Consolidation,T4
AWQSI3H,31,40870,55297,725,125,112.8,<30d,30-59,S,Web,Consolidation,T3
6TIUYJQ,65,49204,33923,757,72,97.8,<30d,Current,W,Agent,Consolidation,T8
X4XSUOW,70,85653,60848,691,227,104.3,1-12mo,Current,S,Agent,Consolidation,T7
SD5D4LM,68,67322,39268,704,13,103.2,<30d,1-29,S,IVR,Consolidation,T8
FCG2YEM,67,69812,26949,748,215,109.6,Never,60-89,W,Web,Federal,T3
7EG00IO,52,57731,52465,638,0,95.1,>1yr,1-29,W,Mobile,Consolidation,T6
2A5GZ84,47,28769,44521,742,66,101.3,Never,Current,W,IVR,Consolidation,T5
VQTG5DT,25,20219,22812,807,97,110.9,Never,30-59,W,Web,Consolidation,T3
IPZ2SND,67,42970,21825,713,85,109.7,Never,30-59,NE,Agent,Federal,T3
THBDRPJ,33,50925,63558,756,138,97.1,>1yr,Current,NE,Mobile,Consolidation,T6
CT643VS,63,37970,30278,656,357,105.8,Never,30-59,S,Web,Federal,T2
WZV9WGJ,64,51679,25291,603,20,108.6,Never,60-89,NE,IVR,Federal,T3
RJQB01E,56,60637,105194,684,92,97.5,<30d,Current,MW,IVR,Federal,T8
S3YQPNN,44,68247,54052,733,2,108.3,1-12mo,60-89,W,Web,Consolidation,T3
0DDLOLG,48,62854,89684,630,34,111.8,1-12mo,60-89,MW,Web,Consolidation,T3
OOVSEBA,30,80062,82868,710,200,112.9,>1yr,30-59,NE,Web,Federal,T3
RPSBIZF,59,35069,0,655,294,113.9,<30d,30-59,W,Web,Consolidation,T2
U5XA7CY,39,46131,76414,611,86,98.6,<30d,Current,NE,Web,Federal,T8
U48K0EP,28,22378,13729,652,273,103.1,1-12mo,Current,S,Agent,Consolidation,T4
DQN47TO,50,54965,68272,652,117,106.5,<30d,60-89,W,Web,Consolidation,T8
PDOI0JG,32,80694,77059,649,153,108.5,>1yr,60-89,S,Agent,Federal,T3
U9JY782,64,84296,38455,752,0,111.6,>1yr,60-89,MW,Web,Federal,T3
AO41SAV,23,57029,39852,665,342,102.2,<30d,90+,MW,IVR,Federal,T4
JCUVZP7,60,15000,41619,633,231,109.8,Never,90+,MW,Mobile,Consolidation,T3
KEHF376,32,61983,58664,664,148,114.5,Never,90+,W,Web,Consolidation,T3
C3IOGDX,65,44864,52455,650,99,110.4,1-12mo,30-59,S,Web,Federal,T3
95EX9Z2,40,63101,45344,696,161,96.6,<30d,Current,S,Web,Federal,T8
QCGTO9W,47,29092,59346,742,0,110.1,1-12mo,60-89,NE,Mobile,Consolidation,T3
CKT7PK8,25,51683,60778,605,223,108.5,<30d,60-89,NE,Agent,Consolidation,T3
VI7AXJG,59,34323,14509,590,414,112.5,Never,60-89,MW,Web,Federal,T1
OP8LDES,57,50836,43662,687,111,97.9,1-12mo,Current,MW,Agent,Consolidation,T7
Z4U7Y4P,47,33171,22580,586,2,113.7,Never,60-89,NE,Web,Consolidation,T3
EWTXXGH,23,43807,99700,776,329,101.6,Never,30-59,W,Web,Federal,T4
AZZN0AV,54,69395,51922,638,207,97.5,Never,Current,W,Agent,Consolidation,T5
TCAT3W7,51,50820,72959,657,261,108.4,1-12mo,60-89,W,IVR,Federal,T2
FPQ43CD,69,99120,24785,619,203,113.8,<30d,90+,S,Web,Federal,T3
MJWOKAO,42,43491,0,637,426,106.2,>1yr,60-89,W,Mobile,Consolidation,T2
B3I0G0G,32,81178,68093,712,323,99.2,1-12mo,30-59,MW,Agent,Consolidation,T4
SQGF0DI,38,66881,51272,627,267,109.1,Never,30-59,MW,Agent,Consolidation,T2
5X3KTAZ,49,53973,46197,631,283,105.6,Never,90+,NE,Agent,Federal,T2
OH9GZO8,49,46539,52520,628,154,107.6,Never,60-89,NE,IVR,Consolidation,T5
TP2R87N,28,30267,75360,637,182,103.4,Never,Current,S,Web,Federal,T5
